,Unnamed: 0,customer_id,review_id,product_id,product_parent,product_title,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,year,month,day,helpful_rate,review_length,review,total_sentiscore
827,841,2655508,RZDX4VRVCUOCK,B004ZU09QQ,423421857,danby 0.7 cu.ft. countertop microwave,1,0,0,N,Y,burnt up after 2 months,works fines initially then as the title says i literally got a puff of black smoke and it was dead ,2014-06-05,2014,6,5,,122,burnt up after 2 months works fines initially then as the title says i literally got a puff of black smoke and it was dead ,-0.6486
828,842,50049105,R3SVLXRFJREYOB,B004NXUJ60,523301568,microwave cavity paint 98qbp0302,5,3,3,N,Y,works perfectly,prep surface carefully be sure to leave no residue on surface to be painted use multiple thin coats allow sufficient time between coats for it to dry the color matches my microwave very well ,2014-06-05,2014,6,5,1.0,206,works perfectly prep surface carefully be sure to leave no residue on surface to be painted use multiple thin coats allow sufficient time between coats for it to dry the color matches my microwave very well ,0.8357
829,843,43320237,R35TMYU4LD2CR9,B004ZU09QQ,423421857,danby 0.7 cu.ft. countertop microwave,4,0,0,N,Y,fast shipping exactly how it was described,this product came super fast and exactly as described the only down side is that it doesn t get as hot as it should i do live in korea and have to use a converter box so that might be what s effecting it other than that it is perfect ,2014-06-05,2014,6,5,,276,fast shipping exactly how it was described this product came super fast and exactly as described the only down side is that it doesn t get as hot as it should i do live in korea and have to use a converter box so that might be what s effecting it other than that it is perfect ,0.8225
830,844,36166814,R2D2ZXPI7AS6WN,B0058CLNBU,544821753,samsung smh1816s 1.8 cu. ft. stainless steel over-the-range microwave,1,0,0,N,N,this microwave blew up ,about two weeks prior to this microwave blowing up we had a problem with it not turning off it would stop if we opened the door but once we closed the door it continued to run nothing showed on the keypad that it was running we turned off the breaker and left it that way for about 24 hours when we turned back on the breaker it seemed to work fine until yesterday we turned on the fan for about 30 minutes and then turned it off during the next 20 minutes the microwave turned on by itself and we heard a loud explosion the microwave was still running we opened the door and the glass had exploded inside when we closed the door the microwave continued to run we had to turn the breaker off if we had left our home the house would have caught fire we will be contacting samsung and if they don t provide us with another microwave we will issue a complaint for this fire hazard ,2014-06-05,2014,6,5,,901,this microwave blew up  about two weeks prior to this microwave blowing up we had a problem with it not turning off it would stop if we opened the door but once we closed the door it continued to run nothing showed on the keypad that it was running we turned off the breaker and left it that way for about 24 hours when we turned back on the breaker it seemed to work fine until yesterday we turned on the fan for about 30 minutes and then turned it off during the next 20 minutes the microwave turned on by itself and we heard a loud explosion the microwave was still running we opened the door and the glass had exploded inside when we closed the door the microwave continued to run we had to turn the breaker off if we had left our home the house would have caught fire we will be contacting samsung and if they don t provide us with another microwave we will issue a complaint for this fire hazard ,-0.743
831,845,25120207,R181310HTR4STE,B00EU7AMX4,991090482,ge pvm9179sfss profile 1.7 cu. ft. stainless steel over-the-range microwave - convection,5,19,22,N,Y,ge over the range microwave connvection oven,it works well does everything i bought it for easy to set and operate does take a while to warm up for baking but operating on 110v it is to be expected,2014-06-05,2014,6,5,0.8636363636363636,196,ge over the range microwave connvection oven it works well does everything i bought it for easy to set and operate does take a while to warm up for baking but operating on 110v it is to be expected,0.4497
832,846,49620716,R3N37YBDQH40GD,B00EU7AMX4,991090482,ge pvm9179sfss profile 1.7 cu. ft. stainless steel over-the-range microwave - convection,2,50,56,N,N,okay replacement for an older ge profile otr microwave convection,very easy install to replace our 2001 version of this unit able to retain the old mounting plate plus all hanging screws rear vent and power cord lined up perfectly a 10 minute change out of the old unit and install this unit some features updated improved over the past thirteen years only obvious design flaw is the faint grey almost invisible text on every control panel button especially the start pause and cook time buttons in its infinite wisdom ge placed these two major buttons directly below the huge control panel knob so they re always in shadow because no overhead light shines on them would have made more sense to print the text in bright white like ge did on our profile slide in range or maybe even back light the buttons the old unit had a design flaw where the door s handle lower fastener broke off all the time requiring a service call and part replacement this one has a stronger handle but the buttons are very hard to see if we had it to do over again we d choose a different model brand ,2014-06-05,2014,6,5,0.8928571428571429,1077,okay replacement for an older ge profile otr microwave convection very easy install to replace our 2001 version of this unit able to retain the old mounting plate plus all hanging screws rear vent and power cord lined up perfectly a 10 minute change out of the old unit and install this unit some features updated improved over the past thirteen years only obvious design flaw is the faint grey almost invisible text on every control panel button especially the start pause and cook time buttons in its infinite wisdom ge placed these two major buttons directly below the huge control panel knob so they re always in shadow because no overhead light shines on them would have made more sense to print the text in bright white like ge did on our profile slide in range or maybe even back light the buttons the old unit had a design flaw where the door s handle lower fastener broke off all the time requiring a service call and part replacement this one has a stronger handle but the buttons are very hard to see if we had it to do over again we d choose a different model brand ,0.791
833,847,46961478,R1H89PGKKH9PWQ,B001QFYDSI,295520151,sharp microwave drawer oven,1,5,6,N,Y,what a dud,we purchased the mw in janurary our contractor installed it the last week of april it died two days later and sharp service took three weeks two service calls only to have it go out ten minutes after they left amazon assures me that it will be resolved but not the seller they want to repeatly waste our time and call service have us wait then what don t buy this microwave ,2014-06-03,2014,6,3,0.8333333333333334,384,what a dud we purchased the mw in janurary our contractor installed it the last week of april it died two days later and sharp service took three weeks two service calls only to have it go out ten minutes after they left amazon assures me that it will be resolved but not the seller they want to repeatly waste our time and call service have us wait then what don t buy this microwave ,-0.5719
834,848,10196699,R1BB5LG9D17Z1P,B0052G14E8,423421857,danby 0.7 cu.ft. countertop microwave,5,0,2,N,Y,a good microwave,perfectly fit in my kitchen and power is ok it has everything i need for a basic microwave i ve been using it for several days haven t found any problem yet ,2014-06-03,2014,6,3,0.0,173,a good microwave perfectly fit in my kitchen and power is ok it has everything i need for a basic microwave i ve been using it for several days haven t found any problem yet ,0.8442
835,849,13422564,R1R8ZG90Q2146L,B0073YCGK8,542519500,"whirlpool wmh31017fs 1.7 cu. ft. over-the-range, combination microwave oven, stainless steel, 1000 watt",1,2,5,N,N,poorly written user guide poor service from whirlpool,cooling fan vents out of the front of unit only vent fan opens exhaust louver vent fan is manual only unlike implied in user guide if manual vent not operated in conjunction with any cooking then possibility exists of damaging cabinets strongly recommend getting a normal exhaust vent fan and a countertop microwave ,2014-06-02,2014,6,2,0.4,369,poorly written user guide poor service from whirlpool cooling fan vents out of the front of unit only vent fan opens exhaust louver vent fan is manual only unlike implied in user guide if manual vent not operated in conjunction with any cooking then possibility exists of damaging cabinets strongly recommend getting a normal exhaust vent fan and a countertop microwave ,0.25
836,850,50932165,RQ94BL1Q67FWI,B007V7G5TU,423421857,danby 0.7 cu.ft. countertop microwave,1,11,16,N,Y,this microwave died after 4 uses,i hope i sent in my warranty card i am calling the company today to request a refund i have not liked this microwave at all and now it suddenly died i definitely want my money back br br edited br i called the company and they told me to call amazon i called amazon and they issued a full refund br br i do not recommend this microwave it is so flimsy that i had to hold it still with one hand in order to push buttons with the other otherwise it would slide across the counter ,2014-06-02,2014,6,2,0.6875,510,this microwave died after 4 uses i hope i sent in my warranty card i am calling the company today to request a refund i have not liked this microwave at all and now it suddenly died i definitely want my money back br br edited br i called the company and they told me to call amazon i called amazon and they issued a full refund br br i do not recommend this microwave it is so flimsy that i had to hold it still with one hand in order to push buttons with the other otherwise it would slide across the counter ,-0.0366
837,851,10319361,R1A3SRGF8ZAK4I,B005GSZB9Q,771401205,"whirlpool wmc20005yw  countertop microwave, 0.5 cu. ft., white",5,0,0,N,Y,worth it trust me ,this may be more expensive than other microwaves but trust me when i say it is totally worth it for the design and counter savings ,2014-06-01,2014,6,1,,149,worth it trust me  this may be more expensive than other microwaves but trust me when i say it is totally worth it for the design and counter savings ,0.8555
838,852,51851281,RXG7NJ14D98OL,B000A7B4D0,690479711,"sharp r-520ks 2-cubic-foot 1200-watt microwave oven, stainless steel",5,0,0,N,Y,excellent microwave,great product have owned 4 sharp carousel microwaves over the past 30 years or so and they always stand out over other microwaves i have used at friends and families homes the ease of use and guaranteed result is worth it every time the microwave is stylish and easy to clean the design has changed little in the 3 decades because it works and does not need changed the size as well is perfect for cooking anything microwavable having 1200 watts is a huge plus when cooking things like baked potatoes and frozen stuff that on a lesser powered microwave would take longer then posted times but this oven will do the job in less time more often than not it is a stylish powerhouse ,2014-06-01,2014,6,1,,698,excellent microwave great product have owned 4 sharp carousel microwaves over the past 30 years or so and they always stand out over other microwaves i have used at friends and families homes the ease of use and guaranteed result is worth it every time the microwave is stylish and easy to clean the design has changed little in the 3 decades because it works and does not need changed the size as well is perfect for cooking anything microwavable having 1200 watts is a huge plus when cooking things like baked potatoes and frozen stuff that on a lesser powered microwave would take longer then posted times but this oven will do the job in less time more often than not it is a stylish powerhouse ,0.9354
839,853,18105796,R21BN08F2OOJ6O,B004NXUJ60,523301568,microwave cavity paint 98qbp0302,5,2,2,N,Y,i recommend it ,i recommend this product because it works rarely do you find a product that works as well as it says read the instructions carefully and it will do the job ,2014-05-30,2014,5,30,1.0,171,i recommend it  i recommend this product because it works rarely do you find a product that works as well as it says read the instructions carefully and it will do the job ,0.765
840,854,36933060,R2I71MWYPLHJD3,B008MD2RH6,423421857,danby 0.7 cu.ft. countertop microwave,4,6,8,N,Y,good value small issue,microwave performs as expected and was a good value only complaint is with the alarm that sounds when the timer is complete 5beeps is a bit much and the alarm does not stop even if you open the door until those 5 beeps are complete small issue but annoying all the same ,2014-05-30,2014,5,30,0.75,292,good value small issue microwave performs as expected and was a good value only complaint is with the alarm that sounds when the timer is complete 5beeps is a bit much and the alarm does not stop even if you open the door until those 5 beeps are complete small issue but annoying all the same ,-0.2037
841,855,5048380,R3UX81LSF2GQHL,B0052G51AQ,423421857,danby 0.7 cu.ft. countertop microwave,4,6,8,N,Y,pretty good lil microwave,its a microwave and it works like a microwave nothing fancy has the quick start buttons was the cheapest 1000w one i found and i have no complaints ,2014-05-29,2014,5,29,0.75,173,pretty good lil microwave its a microwave and it works like a microwave nothing fancy has the quick start buttons was the cheapest 1000w one i found and i have no complaints ,0.5719
842,856,15252477,RM9NY2AHOG368,B0055UBB4O,423421857,danby 0.7 cu.ft. countertop microwave,1,2,3,N,Y,worst ever ,this is the worst microwave i have ever owned it takes twice as long to heat food we also have owned it for only a few months and the key pad broke ,2014-05-27,2014,5,27,0.6666666666666666,159,worst ever  this is the worst microwave i have ever owned it takes twice as long to heat food we also have owned it for only a few months and the key pad broke ,-0.9001
843,857,26891143,R1P47CKQY2R19Z,B0058CLNBU,544821753,samsung smh1816s 1.8 cu. ft. stainless steel over-the-range microwave,1,0,0,N,N,same problem as everyone else,i bought this microwave three years ago so the warranty has long expired i now have the same problem as everyone else the keypad has a short and the microwave is now completely useless have to buy an entirely new microwave since the cost of repair meets or exceeds the cost of an entirely new microwave do not buy this microwave ,2014-05-27,2014,5,27,,358,same problem as everyone else i bought this microwave three years ago so the warranty has long expired i now have the same problem as everyone else the keypad has a short and the microwave is now completely useless have to buy an entirely new microwave since the cost of repair meets or exceeds the cost of an entirely new microwave do not buy this microwave ,-0.8173
844,858,21446285,R2PFS5N7UBE31H,B00DUZ8LBW,930071734,ge microwave oven magnetron and diode kit om75p (10) part # wb27x10017,5,0,0,N,Y,this fixed my microwave,works as advertised much cheaper than a service call or a completely new microwave just be sure you know how to confirm the problem so you know which part has failed search youtube an oven that won t heat is often but not always a failed magnetron ,2014-05-25,2014,5,25,,271,this fixed my microwave works as advertised much cheaper than a service call or a completely new microwave just be sure you know how to confirm the problem so you know which part has failed search youtube an oven that won t heat is often but not always a failed magnetron ,-0.6652
845,859,10044703,RFNQJ0WVS34VV,B0052G51AQ,423421857,danby 0.7 cu.ft. countertop microwave,5,1,7,N,Y,good deal,love it i am happy with my purchase br and look forward to my next deal br keep the deals cinubg lol,2014-05-25,2014,5,25,0.1428571428571428,109,good deal love it i am happy with my purchase br and look forward to my next deal br keep the deals cinubg lol,0.9274
846,860,43877994,R178NJ9WHK671F,B00012ORSS,305608994,sharp 950-watt 1-2/5-cubic-foot over-the-range microwaves,5,0,0,N,Y,sharp r 1405 microwave oven,arrived in two days instead of the week as reported this was a great plus it fit into the same spot as old sharp another plus the mounting brackets were in a different location constructed less sturdy than the old ones the medal was cheaply made much thinner overall i am happy with purchase ,2014-05-24,2014,5,24,,319,sharp r 1405 microwave oven arrived in two days instead of the week as reported this was a great plus it fit into the same spot as old sharp another plus the mounting brackets were in a different location constructed less sturdy than the old ones the medal was cheaply made much thinner overall i am happy with purchase ,0.9246
847,861,18067244,R2XUOZR17OJ3OU,B0052G14E8,423421857,danby 0.7 cu.ft. countertop microwave,5,0,0,N,Y,great microwave,this is the perfect microwave for my household it is basically used for heating water and food couldn t ask for anything better ,2014-05-24,2014,5,24,,143,great microwave this is the perfect microwave for my household it is basically used for heating water and food couldn t ask for anything better ,0.8934
848,862,17021629,R1IZFY5V28N13Z,B00012ORSS,305608994,sharp 950-watt 1-2/5-cubic-foot over-the-range microwaves,1,7,7,N,N,sparks flew fire hazard,i hit the start button and sparks flew and dead microwave i think this model could be a fire hazard called sharp even though the microwave was under warranty when the problems started they were of no help they send a repair service who promptly told me there was a 75 34 show up fee 34 and repairs would be an additional charge very disappointed in sharp and will definitely not consider another of their products ,2014-05-23,2014,5,23,1.0,437,sparks flew fire hazard i hit the start button and sparks flew and dead microwave i think this model could be a fire hazard called sharp even though the microwave was under warranty when the problems started they were of no help they send a repair service who promptly told me there was a 75 34 show up fee 34 and repairs would be an additional charge very disappointed in sharp and will definitely not consider another of their products ,-0.8999
849,863,21430199,R2A44J4L9Y2NQ2,B0052G51AQ,423421857,danby 0.7 cu.ft. countertop microwave,4,134,147,N,Y,good buy,so i needed a basic microwave nothing fancy let s face it no kitchen can function can live with out one don t know how the settlers survived lol anyway it arrived in about a week in perfect condition and far exceeded my expectations it looks just like the pic and even displays the time and has a timer it cooks very well also over all yes buy it you won t be disappointed ,2014-05-23,2014,5,23,0.91156462585034,381,good buy so i needed a basic microwave nothing fancy let s face it no kitchen can function can live with out one don t know how the settlers survived lol anyway it arrived in about a week in perfect condition and far exceeded my expectations it looks just like the pic and even displays the time and has a timer it cooks very well also over all yes buy it you won t be disappointed ,0.9565
850,864,45406770,R3DIZUZ7U7LV4G,B0011YFKMC,760984384,spacemaker jvm1540dmww over-the-range microwave oven with recirculating vent in white,3,0,0,N,Y,wouldn t buy again ,the door wants to catch when you push the numbers on the keyboard they seem cheap you have to push hard for them to work right this is the second one of same microwave we ve had purchased it so wouldn t have to remount hardware this second one seems like it s a reject or a second that a store is trying to get rid of ,2014-05-22,2014,5,22,,337,wouldn t buy again  the door wants to catch when you push the numbers on the keyboard they seem cheap you have to push hard for them to work right this is the second one of same microwave we ve had purchased it so wouldn t have to remount hardware this second one seems like it s a reject or a second that a store is trying to get rid of ,-0.1531
851,865,3289816,RCKL3MTDQJ3FQ,B004NXUJ60,523301568,microwave cavity paint 98qbp0302,2,1,2,N,Y,nozzle problems,after i made extensive preparations to paint the cavity of the microwave i noticed the nozzle had a crack in it that i could not see until i had applied the paint this led to dripping and streaks in the painting process it made a terrible mess and the result was not nearly as good as i would of hoped tried to find another can that i could use to replace the damaged nozzle but with no results my suggestion is spray something to test how well the nozzle works before using on actual appliance ,2014-05-19,2014,5,19,0.5,510,nozzle problems after i made extensive preparations to paint the cavity of the microwave i noticed the nozzle had a crack in it that i could not see until i had applied the paint this led to dripping and streaks in the painting process it made a terrible mess and the result was not nearly as good as i would of hoped tried to find another can that i could use to replace the damaged nozzle but with no results my suggestion is spray something to test how well the nozzle works before using on actual appliance ,-0.6861
852,866,7376892,R1O7G248093XFY,B005GSZB9Q,771401205,"whirlpool wmc20005yw  countertop microwave, 0.5 cu. ft., white",5,0,0,N,Y,whirlpool microwave,this microwave is perfect for a compact kitchen i have more counter space that is now useable than i had before it s small foot print is a blessing it is large enough to accommodate my needs the interior is spacious enough to reheat dinners or a slice of pizza i like making popcorn in it would recommend this to anyone who has a small kitchen and is need of a unit with a smaller foot print ,2014-05-12,2014,5,12,,411,whirlpool microwave this microwave is perfect for a compact kitchen i have more counter space that is now useable than i had before it s small foot print is a blessing it is large enough to accommodate my needs the interior is spacious enough to reheat dinners or a slice of pizza i like making popcorn in it would recommend this to anyone who has a small kitchen and is need of a unit with a smaller foot print ,0.8979
853,867,51931533,R177R75K29EUIY,B00DUZ8LBW,930071734,ge microwave oven magnetron and diode kit om75p (10) part # wb27x10017,2,1,1,N,Y,magnatron arrived without diode,magnetron came quickly but the diode was not in the package as advertised i do not want to install the magnetron without a new diode ,2014-05-12,2014,5,12,1.0,164,magnatron arrived without diode magnetron came quickly but the diode was not in the package as advertised i do not want to install the magnetron without a new diode ,-0.0857
854,868,11911252,RCV3R5409QR24,B005GSZB9Q,771401205,"whirlpool wmc20005yw  countertop microwave, 0.5 cu. ft., white",5,0,0,N,Y,lovely,small package but large inside it will fit a full size plate perfect counter microwave takes up very little space in the corner we love it we have had many comments on how cool it looks from friends ,2014-05-09,2014,5,9,,205,lovely small package but large inside it will fit a full size plate perfect counter microwave takes up very little space in the corner we love it we have had many comments on how cool it looks from friends ,0.9766
855,869,43686229,R2921ZIPUR73AM,B005GSZB9Q,771401205,"whirlpool wmc20005yw  countertop microwave, 0.5 cu. ft., white",4,0,0,N,Y,save on counter space,i was looking for a more compact microwave because i don t have a lot of counterspace this works pretty good for that the only thing i didn t like is that the cord is on the back right side instead of in the back middle so i was unable to put the microwave in the spot i wanted because it wouldn t reach the outlet ,2014-05-05,2014,5,5,,336,save on counter space i was looking for a more compact microwave because i don t have a lot of counterspace this works pretty good for that the only thing i didn t like is that the cord is on the back right side instead of in the back middle so i was unable to put the microwave in the spot i wanted because it wouldn t reach the outlet ,0.8979
856,870,44770545,R19SQ1E4S86LPB,B0052G14E8,423421857,danby 0.7 cu.ft. countertop microwave,3,0,1,N,Y,tippy be careful,nice small size for an out of the way spot on kitchenh shelve under counter in opening and closing take great care as it easily l tips forward ,2014-05-03,2014,5,3,0.0,159,tippy be careful nice small size for an out of the way spot on kitchenh shelve under counter in opening and closing take great care as it easily l tips forward ,0.9201
857,871,21934827,RRJD0ED79169E,B0073YCGPI,731025324,whirlpool wmh31017aw microwave,4,5,6,N,N,better than my old microwave in some ways worse in others,i was torn between giving three and four stars i bought this based on great reviews while it s a basic unit which is what i wanted it seems to be lacking in a couple of areas first i didn t realize there were still microwaves that did not have instant on for one minute when you press 1 two minutes for 2 and so on this doesn t do that also i knew it was big but didn t realize it was going to be 2 inches taller and deeper than my old unit it s almost to the point of looking too big for the space yes i could have measured since the dimensions are listed my old oven had two lights underneath for lighting the range top this has one small bulb and seems a little inadequate as others have said i m not sure if i m sold on the upward facing vent it makes the front look clean but seems like a funnel for things to fall into it the led readout is big and blue and while it s not unattractive blue lights are blurry to me so it s harder to read than my old green readout br br on the plus side this is a nice big powerful microwave that looks nice in the space it s got some nice touches like a 30 minute fan off timer since i wanted a basic unit at a good price which this is i went ahead and gave it four stars ,2014-05-03,2014,5,3,0.8333333333333334,1269,better than my old microwave in some ways worse in others i was torn between giving three and four stars i bought this based on great reviews while it s a basic unit which is what i wanted it seems to be lacking in a couple of areas first i didn t realize there were still microwaves that did not have instant on for one minute when you press 1 two minutes for 2 and so on this doesn t do that also i knew it was big but didn t realize it was going to be 2 inches taller and deeper than my old unit it s almost to the point of looking too big for the space yes i could have measured since the dimensions are listed my old oven had two lights underneath for lighting the range top this has one small bulb and seems a little inadequate as others have said i m not sure if i m sold on the upward facing vent it makes the front look clean but seems like a funnel for things to fall into it the led readout is big and blue and while it s not unattractive blue lights are blurry to me so it s harder to read than my old green readout br br on the plus side this is a nice big powerful microwave that looks nice in the space it s got some nice touches like a 30 minute fan off timer since i wanted a basic unit at a good price which this is i went ahead and gave it four stars ,0.9892
858,872,19366968,RJSUPA9MOV06K,B0049OXU1O,618770050,ge profile pvm1790 stainless steel over-the-range microwave oven,1,0,0,N,N,worst microwave ever,only after having the microwave for slightly less than a year the lettering on the keyboard wore off br br slightly after a year the microwave totally broke there was a power outage and subsequently the ge microwave never worked after it br br junk,2014-05-01,2014,5,1,,268,worst microwave ever only after having the microwave for slightly less than a year the lettering on the keyboard wore off br br slightly after a year the microwave totally broke there was a power outage and subsequently the ge microwave never worked after it br br junk,-0.8016
859,873,52802333,R60LIRFAJTG12,B000UW1WW8,242727854,profile 2.2 cu. ft. countertop microwave w/child lockout and extra large,3,1,2,N,Y,good performance suspect reliability,this is my second unit replacing one installed in a custom built cabinet i purchased this one solely for dimensional compatibility when working this microwave is excellent in all respects it runs quietly the controls are intuitive and it boasts a number of cooking programs that generally perform well unfortunately after 5 2 years in service the first unit failed i was told the failed component was the magnetron an expensive part so i simply replaced it i hope the premature failure of the first unit was an aberration ,2014-04-30,2014,4,30,0.5,558,good performance suspect reliability this is my second unit replacing one installed in a custom built cabinet i purchased this one solely for dimensional compatibility when working this microwave is excellent in all respects it runs quietly the controls are intuitive and it boasts a number of cooking programs that generally perform well unfortunately after 5 2 years in service the first unit failed i was told the failed component was the magnetron an expensive part so i simply replaced it i hope the premature failure of the first unit was an aberration ,-0.0772
860,874,52016149,RIQEJNP5PBFYN,B0058CLNBU,544821753,samsung smh1816s 1.8 cu. ft. stainless steel over-the-range microwave,1,2,2,N,N,do not buy a samsung microwave,do not buy a samsung microwave purchased smh1816w january 2013 and in december 2013 stopped working have had 6 service calls and as of april 29 2014 still not working a e service has replaced all parts multiple times to try to correct problem however with no luck samsung is unwilling to replace the unit or refund the money paid which would be preferred i will never purchase a samsung product again ,2014-04-29,2014,4,29,1.0,431,do not buy a samsung microwave do not buy a samsung microwave purchased smh1816w january 2013 and in december 2013 stopped working have had 6 service calls and as of april 29 2014 still not working a e service has replaced all parts multiple times to try to correct problem however with no luck samsung is unwilling to replace the unit or refund the money paid which would be preferred i will never purchase a samsung product again ,-0.4215
861,875,52131200,R1LKB6Y1BNHZZ4,B005GSZB9Q,771401205,"whirlpool wmc20005yw  countertop microwave, 0.5 cu. ft., white",4,0,1,N,Y,roomy,this is pretty roomie has plenty of power and fits just about anywhere it looks like a tv though and is a bit loud ,2014-04-26,2014,4,26,0.0,120,roomy this is pretty roomie has plenty of power and fits just about anywhere it looks like a tv though and is a bit loud ,0.6908
862,876,32312837,RDJZSFU49LKTB,B0043GDSR4,166483932,ge csa1201rss cafe advantium 1.7 cu. ft. stainless steel over-the-range microwave - convection,1,5,7,N,Y,do not waste your money with this,after our ge café microwave touchpad went out after only 3 years ge said it would cost 800 to fix so we purchased this advantium oven it shipped and would not heat up we returned it but ended up getting a breville countertop for 299 that we like much better ,2014-04-25,2014,4,25,0.7142857142857143,291,do not waste your money with this after our ge café microwave touchpad went out after only 3 years ge said it would cost 800 to fix so we purchased this advantium oven it shipped and would not heat up we returned it but ended up getting a breville countertop for 299 that we like much better ,0.8301
863,877,29855645,R2FJGSWFLBKLVC,B005GSZB3M,109226352,whirlpool wmc20005yb 0.5 cu. ft. black countertop microwave,5,0,0,N,Y,occasional use,we got this as a backup when our large microwave broke it does a nice job and it s nice to have an extra one when more than one person wants to use it the smaller size is really nice and doesn t take up a lot of space ,2014-04-24,2014,4,24,,232,occasional use we got this as a backup when our large microwave broke it does a nice job and it s nice to have an extra one when more than one person wants to use it the smaller size is really nice and doesn t take up a lot of space ,0.6808
864,878,42231331,R16S72WAGG32VQ,B004NXUJ60,523301568,microwave cavity paint 98qbp0302,4,0,1,N,Y,microwave cavity paint 98qbp0302,i bought 3 of this if you sand clean you microwave throughly you only need to buy 2 to spray it,2014-04-21,2014,4,21,0.0,127,microwave cavity paint 98qbp0302 i bought 3 of this if you sand clean you microwave throughly you only need to buy 2 to spray it,0.4019
865,879,34963243,R36AWYQSHE6V64,B004NXUJ60,523301568,microwave cavity paint 98qbp0302,4,0,1,N,Y,i like it,worked great ,2014-04-19,2014,4,19,0.0,22,i like it worked great ,0.765
866,880,48822070,R1R7FCC6RUFC6M,B00413662I,801135043,"amana 1.5 cu. ft. over-the-range microwave, amv1150vaw, white",5,0,1,N,Y,microwave is great ,works great and really great size for cooking multiple items easy to use without a lot of fancy buttons i recommend this to others but be sure of the size as this is a very large over the stove microwave ,2014-04-19,2014,4,19,0.0,223,microwave is great  works great and really great size for cooking multiple items easy to use without a lot of fancy buttons i recommend this to others but be sure of the size as this is a very large over the stove microwave ,0.9062
867,881,7770636,RIG4F50FF9PTM,B005GSZB7I,827502283,"whirlpool stainless look countertop microwave, 0.5 cu. feet, wmc20005yd",5,4,5,N,Y,whirlpool microwave,i love this the cord is on the right and short i could have used the word on the left but other than that because of my outlet location it deserves a full 5 stars it does reach to my outlet but would have been nicer on the left for the location i have the microwave other than that i love this little microwave i do have too cook things 30 60 seconds longer however the space i save it worth the extra cooking time heats up food frozen vegetables and makes small bagged popcorn perfectly fits a full sized plate or paper plate fits a 10 34 bowl about 5 inches high and that leaves some space too the top this is not for cooking meals small things only in my opinion and just what i needed and wanted ,2014-04-19,2014,4,19,0.8,719,whirlpool microwave i love this the cord is on the right and short i could have used the word on the left but other than that because of my outlet location it deserves a full 5 stars it does reach to my outlet but would have been nicer on the left for the location i have the microwave other than that i love this little microwave i do have too cook things 30 60 seconds longer however the space i save it worth the extra cooking time heats up food frozen vegetables and makes small bagged popcorn perfectly fits a full sized plate or paper plate fits a 10 34 bowl about 5 inches high and that leaves some space too the top this is not for cooking meals small things only in my opinion and just what i needed and wanted ,0.9818
868,882,33125569,R39EMURUYCKD4L,B004NXUJ60,523301568,microwave cavity paint 98qbp0302,1,2,4,N,Y,not what i thought i was ordering,my understanding is this paint comes 2 ways 1 with a small brush like fingernail paint and the other in a spray can application by the looks of this picture i thought this was the brush application bottle not the spray bottle but i received the spray bottle and could not contact the company to exchange it no one answered the phone but they said to leave a message but the message box was full ,2014-04-18,2014,4,18,0.5,428,not what i thought i was ordering my understanding is this paint comes 2 ways 1 with a small brush like fingernail paint and the other in a spray can application by the looks of this picture i thought this was the brush application bottle not the spray bottle but i received the spray bottle and could not contact the company to exchange it no one answered the phone but they said to leave a message but the message box was full ,-0.3291
869,883,26389805,R3FVHCAHOYFNQL,B0011YFKMC,760984384,spacemaker jvm1540dmww over-the-range microwave oven with recirculating vent in white,5,0,0,N,Y,spacemaker over the range microwave,it is perfect for my needs for space size is good and so far performance has been good the extra rack is a nice addition,2014-04-17,2014,4,17,,155,spacemaker over the range microwave it is perfect for my needs for space size is good and so far performance has been good the extra rack is a nice addition,0.9062
870,884,29327711,R8KIDO4F6QWUE,B0058CLNBU,544821753,samsung smh1816s 1.8 cu. ft. stainless steel over-the-range microwave,3,0,0,N,Y,little experience with device yet setup and install directions unbelievably bad,device ok after only 2 weeks except that operating touch panel is not the work of genius and not really touch br br big floppy paper templates for wall and overhead marks should be on or glued to stiff cardboard with perforations for marking author of directions too expert to convey simple things failed to consider ceramic tiles on walls need carbide drills directions were accurate tho clumsy ,2014-04-15,2014,4,15,,475,little experience with device yet setup and install directions unbelievably bad device ok after only 2 weeks except that operating touch panel is not the work of genius and not really touch br br big floppy paper templates for wall and overhead marks should be on or glued to stiff cardboard with perforations for marking author of directions too expert to convey simple things failed to consider ceramic tiles on walls need carbide drills directions were accurate tho clumsy ,-0.6838
